log_id,interaction_id,latency_ms,accuracy_score,sentiment,error_type,severity_level,flagged
L-487,I-487,76,0.9,Positive,Server Error,Low,No
L-488,I-488,349,0.85,Negative,Validation Error,High,Yes
L-489,I-489,845,0.8,Neutral,Validation Error,Medium,No
L-490,I-490,102,0.95,Neutral,None,Medium,No
L-491,I-491,406,0.92,Positive,Timeout,Critical,No
L-492,I-492,43,0.95,Positive,API Error,Critical,No
L-493,I-493,335,0.85,Neutral,None,Low,No
L-494,I-494,93,0.98,Neutral,Connection Error,Medium,Yes
L-495,I-495,766,0.8,Positive,None,High,No
L-496,I-496,736,0.92,Positive,Validation Error,Critical,Yes
L-497,I-497,504,0.8,Neutral,None,Medium,No
L-498,I-498,413,0.85,Positive,API Error,Critical,No
L-499,I-499,379,0.92,Positive,Connection Error,Low,No
L-500,I-500,114,0.85,Neutral,Rate Limit,Low,Yes
L-501,I-501,176,0.95,Neutral,None,High,No
L-502,I-502,681,0.8,Neutral,None,Low,No
L-503,I-503,410,0.8,Positive,Connection Error,Medium,No
L-504,I-504,243,0.92,Positive,Server Error,Medium,No
L-505,I-505,130,0.95,Positive,None,Medium,No
L-506,I-506,744,0.95,Positive,None,High,No
L-507,I-507,321,0.9,Positive,Timeout,Low,No
L-508,I-508,171,0.85,Positive,Server Error,Medium,No
L-509,I-509,194,0.92,Positive,Validation Error,Medium,Yes
L-510,I-510,244,0.9,Positive,None,Low,No
L-511,I-511,626,0.85,Negative,None,Medium,No
L-512,I-512,234,0.8,Positive,None,Medium,No
L-513,I-513,366,0.98,Positive,Token Limit Exceeded,Low,Yes
L-514,I-514,346,0.92,Positive,None,Medium,No
L-515,I-515,566,0.9,Neutral,Validation Error,Low,No
L-516,I-516,508,0.92,Positive,Server Error,Medium,No
L-517,I-517,72,0.9,Negative,Timeout,Medium,No
L-518,I-518,309,0.95,Positive,None,Low,Yes
L-519,I-519,448,0.85,Positive,Server Error,Low,No
L-520,I-520,607,0.98,Neutral,Token Limit Exceeded,Low,No
L-521,I-521,338,0.9,Positive,Validation Error,Critical,No
L-522,I-522,399,0.8,Neutral,Validation Error,Low,No
L-523,I-523,640,0.85,Positive,API Error,Medium,No
L-524,I-524,122,0.92,Neutral,None,High,No
L-525,I-525,391,0.9,Positive,Token Limit Exceeded,Critical,No
L-526,I-526,165,0.85,Neutral,API Error,Low,No
L-527,I-527,328,0.92,Neutral,API Error,Medium,No
L-528,I-528,102,0.85,Positive,Token Limit Exceeded,Low,No
L-529,I-529,71,0.8,Positive,API Error,Medium,No
L-530,I-530,753,0.95,Neutral,Token Limit Exceeded,Medium,No
L-531,I-531,195,0.9,Neutral,None,Medium,No
L-532,I-532,662,0.9,Positive,Connection Error,Critical,No
L-533,I-533,94,0.8,Neutral,Validation Error,High,Yes
L-534,I-534,323,0.9,Neutral,Connection Error,Medium,No
L-535,I-535,539,0.92,Neutral,API Error,Low,No
L-536,I-536,377,0.98,Neutral,None,Low,No
L-537,I-537,135,0.92,Positive,Token Limit Exceeded,Low,No
L-538,I-538,506,0.8,Positive,Timeout,High,Yes
L-539,I-539,560,0.92,Neutral,Connection Error,High,Yes
L-540,I-540,209,0.8,Positive,Server Error,Medium,No
L-541,I-541,207,0.92,Positive,Rate Limit,Low,No
L-542,I-542,39,0.95,Positive,API Error,Low,Yes
L-543,I-543,85,0.9,Neutral,Timeout,Medium,Yes
L-544,I-544,628,0.85,Neutral,Validation Error,High,No
L-545,I-545,106,0.8,Positive,None,Medium,No
L-546,I-546,374,0.85,Positive,Server Error,High,No
L-547,I-547,430,0.85,Positive,None,Medium,No
L-548,I-548,646,0.98,Negative,Connection Error,Critical,No
L-549,I-549,294,0.95,Negative,None,High,No
L-550,I-550,684,0.85,Negative,Rate Limit,Low,No
L-551,I-551,683,0.92,Positive,Validation Error,High,No
L-552,I-552,503,0.8,Positive,Timeout,Critical,No
L-553,I-553,142,0.85,Neutral,API Error,Medium,No
L-554,I-554,42,0.98,Positive,Timeout,Low,No
L-555,I-555,276,0.85,Positive,Rate Limit,Low,No
L-556,I-556,514,0.92,Positive,API Error,High,No
L-557,I-557,400,0.9,Positive,Server Error,Low,No
L-558,I-558,109,0.8,Neutral,None,Critical,Yes
L-559,I-559,513,0.9,Neutral,Rate Limit,Low,No
L-560,I-560,22,0.98,Positive,Rate Limit,Low,No
L-561,I-561,46,0.98,Neutral,Connection Error,High,No
L-562,I-562,60,0.95,Neutral,Token Limit Exceeded,Medium,No
L-563,I-563,382,0.8,Positive,None,Medium,No
L-564,I-564,358,0.92,Neutral,Connection Error,High,No
L-565,I-565,143,0.8,Negative,Server Error,Low,No
L-566,I-566,157,0.9,Neutral,Token Limit Exceeded,Medium,No
L-567,I-567,680,0.95,Neutral,API Error,Medium,No
L-568,I-568,281,0.92,Neutral,Timeout,High,No
L-569,I-569,731,0.8,Positive,Server Error,Medium,No
L-570,I-570,376,0.8,Positive,Timeout,Medium,No
L-571,I-571,90,0.92,Neutral,Token Limit Exceeded,High,Yes
L-572,I-572,213,0.95,Positive,Token Limit Exceeded,High,No
L-573,I-573,714,0.95,Neutral,Timeout,Critical,No
L-574,I-574,488,0.8,Positive,Server Error,Low,No
L-575,I-575,609,0.9,Neutral,None,Low,No
L-576,I-576,303,0.95,Neutral,None,Low,No
L-577,I-577,428,0.8,Neutral,Rate Limit,High,No
L-578,I-578,290,0.98,Positive,Token Limit Exceeded,Medium,No
L-579,I-579,292,0.9,Neutral,None,Low,No
L-580,I-580,880,0.92,Neutral,None,Low,No
L-581,I-581,434,0.92,Neutral,Connection Error,Low,No
L-582,I-582,84,0.92,Positive,Server Error,High,No
L-583,I-583,563,0.85,Neutral,Rate Limit,Medium,No
L-584,I-584,549,0.9,Positive,Timeout,Low,No
L-585,I-585,89,0.85,Positive,API Error,Medium,Yes
L-586,I-586,635,0.92,Negative,Token Limit Exceeded,Low,No
L-587,I-587,163,0.85,Positive,Token Limit Exceeded,Low,No
L-588,I-588,688,0.9,Positive,None,Critical,No
L-589,I-589,233,0.85,Negative,Server Error,Low,No
L-590,I-590,149,0.8,Positive,Server Error,Low,No
L-591,I-591,311,0.8,Negative,Validation Error,High,No
L-592,I-592,181,0.9,Negative,None,Low,No
L-593,I-593,408,0.92,Positive,None,Low,No
L-594,I-594,159,0.92,Negative,Server Error,High,No
L-595,I-595,314,0.85,Neutral,None,High,No
L-596,I-596,122,0.8,Neutral,Rate Limit,High,No
L-597,I-597,596,0.9,Neutral,Validation Error,Low,No
L-598,I-598,274,0.9,Positive,None,High,No
L-599,I-599,411,0.98,Positive,Validation Error,Low,Yes
L-600,I-600,552,0.95,Neutral,Token Limit Exceeded,Low,No
L-601,I-601,52,0.92,Neutral,Token Limit Exceeded,High,No
L-602,I-602,268,0.85,Positive,Connection Error,Medium,No
L-603,I-603,77,0.9,Negative,Timeout,Low,Yes
L-604,I-604,271,0.85,Neutral,None,High,No
L-605,I-605,14,0.92,Negative,API Error,Medium,No
L-606,I-606,66,0.85,Neutral,Timeout,Critical,No
L-607,I-607,137,0.85,Positive,Connection Error,Medium,No
L-608,I-608,171,0.92,Positive,Timeout,Medium,No
L-609,I-609,202,0.92,Neutral,Token Limit Exceeded,Low,No
L-610,I-610,392,0.98,Positive,Server Error,Critical,No
L-611,I-611,42,0.95,Positive,Connection Error,High,No
L-612,I-612,175,0.8,Positive,Validation Error,Low,No
L-613,I-613,29,0.98,Positive,Server Error,Low,Yes
L-614,I-614,590,0.8,Positive,API Error,Low,Yes
L-615,I-615,58,0.92,Positive,Token Limit Exceeded,Low,Yes
L-616,I-616,686,0.85,Positive,None,High,No
L-617,I-617,826,0.8,Positive,Timeout,Low,No
L-618,I-618,211,0.92,Positive,Validation Error,Critical,No
L-619,I-619,183,0.9,Positive,None,Low,No
L-620,I-620,328,0.85,Positive,None,High,No
L-621,I-621,826,0.9,Positive,Connection Error,Critical,No
L-622,I-622,498,0.98,Positive,Validation Error,Medium,No
L-623,I-623,651,0.95,Neutral,Rate Limit,Low,No
L-624,I-624,173,0.92,Negative,Connection Error,Critical,Yes
L-625,I-625,308,0.98,Neutral,None,High,No
L-626,I-626,338,0.85,Positive,Token Limit Exceeded,Low,No
L-627,I-627,336,0.92,Neutral,None,High,No
L-628,I-628,201,0.9,Positive,Connection Error,Low,No
L-629,I-629,614,0.92,Positive,None,High,No
L-630,I-630,606,0.85,Positive,None,Medium,No
L-631,I-631,111,0.9,Positive,None,Critical,No
L-632,I-632,669,0.9,Negative,API Error,Critical,No
L-633,I-633,433,0.85,Positive,Rate Limit,Low,No
L-634,I-634,402,0.98,Negative,Connection Error,Medium,No
L-635,I-635,589,0.98,Neutral,Token Limit Exceeded,Low,No
L-636,I-636,51,0.9,Positive,Rate Limit,Low,No
L-637,I-637,638,0.8,Negative,Timeout,Medium,No
L-638,I-638,376,0.8,Negative,None,High,No
L-639,I-639,175,0.8,Positive,API Error,Critical,Yes
L-640,I-640,349,0.9,Neutral,Connection Error,Low,No
L-641,I-641,512,0.85,Positive,Server Error,Low,No
L-642,I-642,359,0.8,Negative,API Error,Low,Yes
L-643,I-643,59,0.9,Negative,API Error,Low,No
L-644,I-644,68,0.92,Positive,API Error,High,No
L-645,I-645,145,0.85,Negative,None,Medium,No
L-646,I-646,165,0.98,Positive,Server Error,High,No
L-647,I-647,51,0.98,Positive,Server Error,Low,Yes
L-648,I-648,533,0.98,Positive,Rate Limit,Low,No
L-649,I-649,336,0.95,Positive,None,Critical,Yes
L-650,I-650,528,0.85,Positive,None,Low,No
L-651,I-651,313,0.92,Positive,Connection Error,Low,No
L-652,I-652,348,0.95,Neutral,API Error,High,No
L-653,I-653,304,0.8,Positive,Rate Limit,High,No
L-654,I-654,479,0.85,Positive,Validation Error,Medium,No
L-655,I-655,794,0.85,Neutral,Rate Limit,Low,No
L-656,I-656,550,0.8,Negative,Token Limit Exceeded,Low,No
L-657,I-657,557,0.85,Positive,None,Low,No
L-658,I-658,449,0.9,Positive,None,Low,No
L-659,I-659,136,0.92,Positive,None,Low,No
L-660,I-660,257,0.85,Negative,API Error,Critical,No
L-661,I-661,410,0.9,Positive,None,High,Yes
L-662,I-662,529,0.92,Positive,Connection Error,High,No
L-663,I-663,767,0.92,Neutral,API Error,Low,No
L-664,I-664,169,0.8,Neutral,None,Low,Yes
L-665,I-665,326,0.9,Neutral,Validation Error,High,No
L-666,I-666,329,0.8,Negative,Timeout,Medium,Yes
L-667,I-667,217,0.9,Positive,Token Limit Exceeded,High,No
L-668,I-668,43,0.92,Neutral,Server Error,High,No
L-669,I-669,180,0.92,Neutral,Validation Error,Low,No
L-670,I-670,50,0.8,Positive,Timeout,Critical,No
L-671,I-671,18,0.9,Positive,Token Limit Exceeded,Medium,No
L-672,I-672,203,0.8,Neutral,Validation Error,High,No
L-673,I-673,417,0.85,Positive,Token Limit Exceeded,Low,No
L-674,I-674,286,0.8,Neutral,Validation Error,Critical,Yes
L-675,I-675,42,0.92,Positive,Token Limit Exceeded,High,No
L-676,I-676,711,0.85,Neutral,Timeout,High,Yes
L-677,I-677,915,0.85,Negative,API Error,Low,Yes
L-678,I-678,408,0.92,Neutral,Validation Error,High,No
L-679,I-679,368,0.92,Negative,Timeout,Low,No
L-680,I-680,80,0.85,Positive,Connection Error,High,No
L-681,I-681,71,0.85,Positive,Timeout,Low,Yes
L-682,I-682,540,0.95,Positive,None,High,No
L-683,I-683,482,0.9,Negative,Rate Limit,Low,No
L-684,I-684,174,0.92,Positive,Rate Limit,High,Yes
L-685,I-685,468,0.8,Positive,Connection Error,Critical,No
L-686,I-686,581,0.85,Neutral,Server Error,Medium,No
L-687,I-687,74,0.95,Neutral,Connection Error,Critical,No
L-688,I-688,657,0.9,Positive,None,High,No
L-689,I-689,764,0.9,Negative,None,Low,No
L-690,I-690,156,0.8,Positive,None,Medium,No
L-691,I-691,143,0.85,Neutral,Timeout,Low,No
L-692,I-692,93,0.92,Positive,Server Error,Low,Yes
L-693,I-693,232,0.9,Neutral,API Error,Medium,No
L-694,I-694,141,0.9,Positive,Validation Error,High,No
L-695,I-695,42,0.8,Positive,Connection Error,High,No
L-696,I-696,74,0.95,Positive,Server Error,High,No
L-697,I-697,596,0.95,Negative,Token Limit Exceeded,Critical,No
L-698,I-698,63,0.98,Neutral,Validation Error,Low,No
L-699,I-699,899,0.85,Negative,Server Error,Medium,No
L-700,I-700,346,0.8,Negative,Timeout,Critical,No
L-701,I-701,438,0.98,Neutral,Token Limit Exceeded,Low,No
L-702,I-702,212,0.85,Positive,None,Low,No
L-703,I-703,432,0.92,Neutral,API Error,Critical,Yes
L-704,I-704,103,0.85,Positive,Server Error,Medium,No
L-705,I-705,50,0.85,Negative,API Error,Medium,No
L-706,I-706,402,0.8,Positive,API Error,Low,No
L-707,I-707,710,0.95,Negative,API Error,Critical,No
L-708,I-708,751,0.9,Neutral,None,Low,No
L-709,I-709,558,0.9,Negative,Rate Limit,Medium,No
L-710,I-710,108,0.8,Positive,None,Low,Yes
L-711,I-711,652,0.85,Neutral,API Error,Low,No
L-712,I-712,196,0.95,Neutral,Validation Error,Low,No
L-713,I-713,84,0.8,Positive,Timeout,High,No
L-714,I-714,559,0.9,Neutral,None,Low,No
L-715,I-715,399,0.92,Negative,Timeout,Low,No
L-716,I-716,85,0.8,Positive,Connection Error,Low,No
L-717,I-717,621,0.85,Positive,API Error,High,Yes
L-718,I-718,333,0.92,Positive,Connection Error,High,No
L-719,I-719,202,0.95,Positive,Validation Error,High,Yes
L-720,I-720,463,0.8,Neutral,None,Low,No
L-721,I-721,234,0.98,Positive,None,Critical,No
L-722,I-722,224,0.92,Positive,API Error,Critical,No
L-723,I-723,695,0.92,Positive,Token Limit Exceeded,Low,No
L-724,I-724,154,0.9,Positive,Server Error,Low,No
L-725,I-725,318,0.85,Negative,Token Limit Exceeded,Critical,No
L-726,I-726,479,0.85,Neutral,None,High,No
L-727,I-727,323,0.92,Neutral,None,High,No
L-728,I-728,426,0.9,Positive,Server Error,Medium,No
L-729,I-729,162,0.98,Neutral,None,High,No
L-730,I-730,126,0.92,Negative,Validation Error,High,No
L-731,I-731,133,0.9,Positive,None,High,No
L-732,I-732,889,0.95,Neutral,Server Error,Critical,No
L-733,I-733,472,0.92,Positive,Connection Error,High,No
L-734,I-734,241,0.85,Negative,Validation Error,High,No
L-735,I-735,136,0.8,Positive,None,Medium,No
L-736,I-736,187,0.85,Positive,Server Error,Low,No
L-737,I-737,294,0.92,Negative,None,Medium,No
L-738,I-738,166,0.85,Neutral,None,Low,No
L-739,I-739,491,0.95,Negative,None,High,Yes
L-740,I-740,418,0.8,Negative,Server Error,Low,No
L-741,I-741,114,0.8,Positive,Server Error,High,No
L-742,I-742,652,0.9,Neutral,Validation Error,High,No
L-743,I-743,112,0.85,Positive,None,Medium,No
L-744,I-744,771,0.92,Negative,None,Low,No
L-745,I-745,52,0.95,Neutral,None,Low,No
L-746,I-746,748,0.8,Positive,None,Medium,No
L-747,I-747,935,0.98,Positive,Rate Limit,Low,No
L-748,I-748,594,0.85,Positive,None,High,No
L-749,I-749,143,0.98,Neutral,None,Low,Yes
L-750,I-750,178,0.85,Positive,None,Low,No
L-751,I-751,329,0.9,Positive,API Error,Low,No
L-752,I-752,413,0.92,Neutral,Rate Limit,Low,No
L-753,I-753,69,0.85,Negative,Connection Error,Low,Yes
L-754,I-754,331,0.98,Neutral,None,High,No
L-755,I-755,539,0.9,Positive,Connection Error,High,No
L-756,I-756,259,0.9,Positive,Validation Error,Medium,No
L-757,I-757,72,0.8,Positive,Timeout,Critical,No
L-758,I-758,95,0.98,Positive,None,High,No
L-759,I-759,760,0.95,Positive,None,Low,No
L-760,I-760,324,0.9,Neutral,None,Low,No
L-761,I-761,255,0.98,Neutral,Token Limit Exceeded,Medium,No
L-762,I-762,630,0.92,Neutral,Rate Limit,High,No
L-763,I-763,199,0.85,Negative,Token Limit Exceeded,High,No
L-764,I-764,71,0.8,Negative,None,Low,No
L-765,I-765,255,0.9,Positive,None,Low,No
L-766,I-766,799,0.85,Neutral,None,High,No
L-767,I-767,36,0.95,Negative,API Error,High,No
L-768,I-768,573,0.8,Neutral,Connection Error,Medium,No
L-769,I-769,451,0.98,Positive,Rate Limit,High,No
L-770,I-770,70,0.9,Positive,None,Low,No
L-771,I-771,54,0.92,Neutral,Validation Error,High,No
L-772,I-772,83,0.9,Neutral,API Error,Critical,Yes
L-773,I-773,778,0.8,Neutral,Rate Limit,Low,Yes
L-774,I-774,339,0.8,Positive,Token Limit Exceeded,High,No
L-775,I-775,432,0.85,Neutral,Validation Error,Low,No
L-776,I-776,196,0.8,Negative,None,High,No
L-777,I-777,123,0.92,Positive,Server Error,Low,No
L-778,I-778,426,0.8,Positive,Token Limit Exceeded,High,No
L-779,I-779,390,0.9,Negative,Token Limit Exceeded,Medium,Yes
L-780,I-780,433,0.85,Positive,Token Limit Exceeded,Low,No
L-781,I-781,664,0.9,Neutral,Server Error,High,No
L-782,I-782,331,0.95,Neutral,API Error,Medium,No
L-783,I-783,692,0.98,Neutral,Connection Error,High,No
L-784,I-784,827,0.8,Positive,None,High,No
L-785,I-785,215,0.9,Neutral,Server Error,Critical,Yes
L-786,I-786,59,0.98,Neutral,Rate Limit,Low,No
L-787,I-787,120,0.92,Negative,Connection Error,Medium,No
L-788,I-788,39,0.8,Positive,Validation Error,Low,No
L-789,I-789,472,0.8,Positive,None,Medium,No
L-790,I-790,161,0.92,Neutral,None,Low,No
L-791,I-791,846,0.85,Negative,Timeout,Low,No
L-792,I-792,351,0.85,Positive,None,Medium,No
L-793,I-793,611,0.95,Positive,Token Limit Exceeded,Critical,No
L-794,I-794,29,0.9,Negative,Server Error,High,Yes
L-795,I-795,752,0.98,Neutral,API Error,Low,No
L-796,I-796,55,0.85,Positive,Token Limit Exceeded,High,No
L-797,I-797,869,0.98,Neutral,None,Low,No
L-798,I-798,65,0.92,Negative,Server Error,Critical,No
L-799,I-799,268,0.9,Positive,Server Error,High,No
L-800,I-800,660,0.92,Positive,None,Critical,No
L-801,I-801,107,0.95,Positive,None,Medium,No
L-802,I-802,172,0.9,Neutral,API Error,High,No
L-803,I-803,727,0.8,Positive,API Error,High,No
L-804,I-804,417,0.9,Negative,Server Error,Low,No
L-805,I-805,882,0.95,Negative,None,Low,No
L-806,I-806,314,0.98,Negative,Timeout,High,Yes
L-807,I-807,230,0.92,Neutral,None,High,No
L-808,I-808,591,0.95,Negative,API Error,Low,Yes
L-809,I-809,453,0.98,Positive,API Error,Low,Yes
L-810,I-810,189,0.9,Neutral,None,Medium,No
L-811,I-811,210,0.85,Positive,Server Error,Medium,No
L-812,I-812,246,0.8,Positive,Timeout,High,No
L-813,I-813,55,0.95,Positive,None,High,No
L-814,I-814,487,0.8,Negative,Token Limit Exceeded,Medium,No
L-815,I-815,227,0.98,Neutral,None,Low,No
L-816,I-816,586,0.9,Negative,Rate Limit,Low,No
L-817,I-817,53,0.9,Negative,Rate Limit,Critical,Yes
L-818,I-818,409,0.8,Positive,None,Low,No
L-819,I-819,499,0.92,Positive,Token Limit Exceeded,Low,Yes
L-820,I-820,451,0.8,Positive,Timeout,High,No
L-821,I-821,97,0.8,Neutral,Rate Limit,Critical,No
L-822,I-822,512,0.9,Positive,None,Medium,No
L-823,I-823,109,0.85,Positive,Validation Error,High,No
L-824,I-824,409,0.85,Positive,Timeout,Low,No
L-825,I-825,870,0.98,Neutral,None,High,No
L-826,I-826,387,0.9,Positive,None,High,No
L-827,I-827,539,0.95,Neutral,Validation Error,Medium,No
L-828,I-828,549,0.8,Positive,None,High,No
L-829,I-829,476,0.95,Neutral,None,Low,No
L-830,I-830,282,0.98,Positive,Token Limit Exceeded,High,No
L-831,I-831,344,0.8,Neutral,Timeout,Low,No
L-832,I-832,59,0.9,Positive,Rate Limit,Critical,Yes
L-833,I-833,357,0.85,Negative,None,High,No
L-834,I-834,461,0.98,Negative,None,Low,No
L-835,I-835,139,0.98,Neutral,API Error,High,No
L-836,I-836,710,0.95,Positive,Timeout,Medium,No
L-837,I-837,129,0.95,Negative,API Error,Low,No
L-838,I-838,779,0.85,Negative,Validation Error,Medium,No
L-839,I-839,60,0.98,Positive,API Error,Low,No
L-840,I-840,205,0.98,Positive,API Error,Critical,No
L-841,I-841,725,0.95,Positive,API Error,Low,No
L-842,I-842,89,0.85,Positive,Connection Error,Low,No
L-843,I-843,115,0.92,Positive,Connection Error,High,No
L-844,I-844,250,0.8,Positive,None,Medium,No
L-845,I-845,679,0.8,Positive,API Error,Medium,No
L-846,I-846,49,0.98,Neutral,None,High,Yes
L-847,I-847,160,0.98,Negative,Connection Error,High,No
L-848,I-848,183,0.85,Positive,Server Error,Low,No
L-849,I-849,871,0.8,Positive,None,High,No
L-850,I-850,271,0.8,Positive,None,High,Yes
L-851,I-851,500,0.9,Negative,None,Low,No
L-852,I-852,621,0.8,Positive,None,Low,No
L-853,I-853,276,0.92,Positive,Token Limit Exceeded,Medium,No
L-854,I-854,514,0.92,Negative,Timeout,High,No
L-855,I-855,510,0.98,Positive,Validation Error,Critical,No
L-856,I-856,482,0.9,Positive,Validation Error,Medium,No
L-857,I-857,378,0.85,Positive,None,High,No
L-858,I-858,304,0.95,Positive,Connection Error,High,No
L-859,I-859,455,0.92,Negative,API Error,Low,No
L-860,I-860,736,0.8,Positive,None,Medium,No
L-861,I-861,138,0.85,Neutral,Token Limit Exceeded,Medium,No
L-862,I-862,210,0.8,Positive,Rate Limit,Low,Yes
L-863,I-863,100,0.98,Neutral,API Error,High,No
L-864,I-864,196,0.9,Positive,API Error,Low,No
L-865,I-865,131,0.8,Positive,Connection Error,Critical,No
L-866,I-866,47,0.95,Neutral,Token Limit Exceeded,High,Yes
L-867,I-867,54,0.92,Negative,None,Medium,No
L-868,I-868,230,0.92,Neutral,Token Limit Exceeded,Low,Yes
L-869,I-869,255,0.8,Positive,Server Error,Critical,No
L-870,I-870,15,0.92,Positive,Rate Limit,Low,No
L-871,I-871,39,0.98,Negative,Server Error,High,No
L-872,I-872,560,0.9,Negative,Server Error,High,No
L-873,I-873,357,0.92,Positive,None,Critical,No
L-874,I-874,337,0.92,Positive,API Error,Medium,Yes
L-875,I-875,83,0.92,Negative,Rate Limit,Medium,No
L-876,I-876,207,0.95,Positive,API Error,High,No
L-877,I-877,184,0.9,Negative,Timeout,Low,No
L-878,I-878,244,0.8,Positive,None,Low,No
L-879,I-879,29,0.85,Neutral,Timeout,Low,Yes
L-880,I-880,514,0.85,Positive,Timeout,High,No
L-881,I-881,233,0.85,Neutral,Timeout,Critical,No
L-882,I-882,830,0.85,Positive,Timeout,Critical,Yes
L-883,I-883,541,0.98,Neutral,Token Limit Exceeded,Low,No
L-884,I-884,697,0.9,Neutral,None,Critical,No
L-885,I-885,323,0.98,Neutral,Validation Error,Low,No
L-886,I-886,125,0.8,Positive,Rate Limit,Low,Yes
L-887,I-887,367,0.85,Positive,None,Low,Yes
L-888,I-888,111,0.92,Negative,None,Medium,No
L-889,I-889,740,0.92,Positive,Validation Error,Low,No
L-890,I-890,70,0.95,Neutral,None,High,No
L-891,I-891,819,0.8,Positive,None,Low,Yes
L-892,I-892,66,0.95,Positive,None,High,No
L-893,I-893,35,0.9,Positive,Validation Error,Low,No
L-894,I-894,66,0.9,Positive,Connection Error,Medium,No
L-895,I-895,324,0.9,Negative,Validation Error,High,No
L-896,I-896,81,0.95,Negative,Token Limit Exceeded,Low,No
L-897,I-897,73,0.85,Positive,None,Low,No
L-898,I-898,96,0.9,Positive,Rate Limit,Low,No
L-899,I-899,270,0.9,Neutral,None,Low,No
L-900,I-900,777,0.8,Neutral,Validation Error,Low,No
L-901,I-901,105,0.92,Positive,API Error,Critical,No
L-902,I-902,30,0.98,Neutral,Rate Limit,High,No
L-903,I-903,80,0.85,Neutral,Server Error,Medium,No
L-904,I-904,729,0.98,Neutral,Validation Error,High,No
L-905,I-905,517,0.92,Neutral,Validation Error,High,No
L-906,I-906,824,0.9,Positive,None,High,No
L-907,I-907,476,0.95,Neutral,Server Error,Medium,No
L-908,I-908,375,0.95,Positive,None,Low,No
L-909,I-909,578,0.8,Negative,None,Low,No
L-910,I-910,399,0.9,Positive,None,Medium,No
L-911,I-911,576,0.9,Neutral,Validation Error,Low,Yes
L-912,I-912,628,0.8,Positive,None,Low,No
L-913,I-913,510,0.85,Positive,None,Low,No
L-914,I-914,354,0.98,Neutral,Connection Error,Medium,Yes
L-915,I-915,88,0.85,Positive,None,High,Yes
L-916,I-916,223,0.9,Positive,None,Critical,No
L-917,I-917,412,0.98,Positive,Timeout,High,No
L-918,I-918,638,0.85,Negative,None,Low,No
L-919,I-919,283,0.85,Neutral,None,High,No
L-920,I-920,415,0.8,Positive,None,High,No
L-921,I-921,75,0.92,Neutral,None,High,Yes
L-922,I-922,388,0.95,Positive,Server Error,Low,No
