session_id,user_id,agent_id,start_time,end_time,response_time_in_sec,total_queries,,,
S-428,U-428,A-428,19.56.04,20.37.55,2511,1483,,,
S-429,U-429,A-429,21.42.55,22.35.41,3166,237,,,
S-430,U-430,A-430,22.22.46,23.03.16,2430,3176,,,
S-431,U-431,A-431,13.05.37,13.14.23,526,4169,,,
S-432,U-432,A-432,1.49.30,2.28.05,2315,6807,,,
S-433,U-433,A-433,23.12.49,0.02.00,-83449,3251,,,
S-434,U-434,A-434,6.40.48,6.58.00,1032,1835,,,
S-435,U-435,A-435,14.16.48,14.25.31,523,1924,,,
S-436,U-436,A-436,1.44.25,2.13.26,1741,4592,,,
S-437,U-437,A-437,10.17.45,10.56.05,2300,43,,,
S-438,U-438,A-438,16.41.29,17.18.22,2213,4357,,,
S-439,U-439,A-439,22.43.13,22.56.23,790,3109,,,
S-440,U-440,A-440,8.03.16,8.20.11,1015,7830,,,
S-441,U-441,A-441,6.24.44,6.43.59,1155,5229,,,
S-442,U-442,A-442,13.47.31,13.52.46,315,5569,,,
S-443,U-443,A-443,3.10.51,3.50.27,2376,4133,,,
S-444,U-444,A-444,4.45.22,5.26.50,2488,2266,,,
S-445,U-445,A-445,19.45.19,20.11.37,1578,6001,,,
S-446,U-446,A-446,6.55.19,7.29.55,2076,4848,,,
S-447,U-447,A-447,21.47.30,22.37.25,2995,3268,,,
S-448,U-448,A-448,16.05.55,16.53.35,2860,2328,,,
S-449,U-449,A-449,1.50.57,2.02.49,712,5182,,,
S-450,U-450,A-450,22.44.36,23.14.12,1776,716,,,
S-451,U-451,A-451,23.21.00,0.07.51,-83589,7850,,,
S-452,U-452,A-452,7.28.02,8.11.07,2585,4665,,,
S-453,U-453,A-453,20.09.21,21.09.03,3582,7707,,,
S-454,U-454,A-454,18.05.42,18.20.14,872,6887,,,
S-455,U-455,A-455,20.47.30,21.02.52,922,232,,,
S-456,U-456,A-456,0.59.27,1.52.20,3173,7299,,,
S-457,U-457,A-457,7.18.37,7.51.25,1968,2398,,,
S-458,U-458,A-458,21.58.08,22.51.23,3195,6450,,,
S-459,U-459,A-459,19.01.52,19.31.14,1762,2343,,,
S-460,U-460,A-460,20.43.21,21.38.37,3316,993,,,
S-461,U-461,A-461,8.45.32,9.42.43,3431,3463,,,
S-462,U-462,A-462,20.10.06,20.51.38,2492,3302,,,
S-463,U-463,A-463,5.25.46,5.55.06,1760,5418,,,
S-464,U-464,A-464,23.15.34,23.38.14,1360,7676,,,
S-465,U-465,A-465,18.01.23,18.24.39,1396,1961,,,
S-466,U-466,A-466,8.55.08,9.01.35,387,4366,,,
S-467,U-467,A-467,0.56.51,1.02.31,340,3192,,,
S-468,U-468,A-468,18.49.35,19.38.28,2933,4987,,,
S-469,U-469,A-469,0.14.15,0.22.24,489,3617,,,
S-470,U-470,A-470,1.52.17,1.57.29,312,7912,,,
S-471,U-471,A-471,6.39.06,7.06.31,1645,5408,,,
S-472,U-472,A-472,19.13.40,19.38.19,1479,383,,,
S-473,U-473,A-473,0.41.13,1.06.45,1532,5933,,,
S-474,U-474,A-474,22.09.21,22.20.26,665,1399,,,
S-475,U-475,A-475,14.04.22,14.57.40,3198,1044,,,
S-476,U-476,A-476,17.44.51,18.39.57,3306,2870,,,
S-477,U-477,A-477,17.33.46,18.33.46,3600,255,,,
S-478,U-478,A-478,2.30.40,3.16.06,2726,5052,,,
S-479,U-479,A-479,1.53.17,2.08.38,921,5732,,,
S-480,U-480,A-480,6.25.04,6.54.10,1746,483,,,
S-481,U-481,A-481,2.27.05,2.54.43,1658,3395,,,
S-482,U-482,A-482,7.34.10,8.19.30,2720,4312,,,
S-483,U-483,A-483,20.22.17,21.11.00,2923,634,,,
S-484,U-484,A-484,14.16.01,14.43.25,1644,94,,,
S-485,U-485,A-485,19.11.31,20.02.36,3065,3251,,,
S-486,U-486,A-486,0.28.26,0.49.02,1236,1954,,,
S-487,U-487,A-487,10.46.05,11.32.38,2793,7768,,,
S-488,U-488,A-488,4.19.09,4.53.59,2090,4267,,,
S-489,U-489,A-489,16.08.09,16.20.53,764,3860,,,
S-490,U-490,A-490,2.02.25,2.34.18,1913,2398,,,
S-491,U-491,A-491,7.36.31,8.14.20,2269,1603,,,
S-492,U-492,A-492,4.41.32,5.10.36,1744,6079,,,
S-493,U-493,A-493,11.52.04,12.44.19,3135,1441,,,
S-494,U-494,A-494,16.35.18,17.14.37,2359,162,,,
S-495,U-495,A-495,11.04.09,11.35.54,1905,5799,,,
S-496,U-496,A-496,17.20.19,18.10.47,3028,4601,,,
S-497,U-497,A-497,0.53.50,1.30.03,2173,3084,,,
S-498,U-498,A-498,22.33.52,22.40.20,388,5370,,,
S-499,U-499,A-499,22.53.04,23.42.53,2989,560,,,
S-500,U-500,A-500,3.29.24,4.00.22,1858,3781,,,
S-501,U-501,A-501,22.24.13,22.41.30,1037,5982,,,
S-502,U-502,A-502,3.47.44,4.10.22,1358,751,,,
S-503,U-503,A-503,5.27.27,5.52.34,1507,911,,,
S-504,U-504,A-504,13.42.03,14.41.59,3596,7840,,,
S-505,U-505,A-505,2.15.23,2.36.14,1251,419,,,
S-506,U-506,A-506,10.41.42,11.08.42,1620,6519,,,
S-507,U-507,A-507,18.42.58,18.57.12,854,5895,,,
S-508,U-508,A-508,4.42.14,5.18.44,2190,4276,,,
S-509,U-509,A-509,0.15.33,0.46.45,1872,5042,,,
S-510,U-510,A-510,5.11.30,5.21.17,587,5943,,,
S-511,U-511,A-511,19.04.18,19.14.32,614,577,,,
S-512,U-512,A-512,6.45.18,7.41.33,3375,2196,,,
S-513,U-513,A-513,6.48.13,7.04.08,955,1189,,,
S-514,U-514,A-514,4.41.25,5.31.58,3033,3652,,,
S-515,U-515,A-515,23.08.20,0.01.48,-83192,3471,,,
S-516,U-516,A-516,1.18.30,2.09.10,3040,836,,,
S-517,U-517,A-517,13.39.56,14.20.47,2451,6030,,,
S-518,U-518,A-518,13.25.40,13.51.41,1561,3886,,,
S-519,U-519,A-519,11.34.40,12.06.53,1933,7087,,,
S-520,U-520,A-520,13.39.32,13.50.38,666,4610,,,
S-521,U-521,A-521,23.55.43,0.41.31,-83652,2944,,,
S-522,U-522,A-522,22.16.24,23.07.08,3044,5866,,,
S-523,U-523,A-523,16.59.29,17.29.39,1810,582,,,
S-524,U-524,A-524,18.37.51,19.06.44,1733,4987,,,
S-525,U-525,A-525,15.41.20,15.51.35,615,980,,,
S-526,U-526,A-526,15.47.07,16.16.51,1784,5399,,,
S-527,U-527,A-527,16.16.10,17.02.16,2766,4802,,,
S-528,U-528,A-528,15.53.39,16.08.18,879,3369,,,
S-529,U-529,A-529,5.01.25,5.09.31,486,3983,,,
S-530,U-530,A-530,6.33.18,6.55.22,1324,599,,,
S-531,U-531,A-531,15.02.06,15.17.04,898,1182,,,
S-532,U-532,A-532,22.41.45,23.32.29,3044,5484,,,
S-533,U-533,A-533,14.44.04,15.07.16,1392,2074,,,
S-534,U-534,A-534,12.56.09,13.25.15,1746,1469,,,
S-535,U-535,A-535,1.59.05,2.26.52,1667,5655,,,
S-536,U-536,A-536,4.49.27,5.27.58,2311,4169,,,
S-537,U-537,A-537,23.30.12,23.57.24,1632,6450,,,
S-538,U-538,A-538,19.26.23,20.06.58,2435,4107,,,
S-539,U-539,A-539,6.22.27,6.58.11,2144,4276,,,
S-540,U-540,A-540,18.30.11,18.48.17,1086,7604,,,
S-541,U-541,A-541,21.08.41,21.26.51,1090,6254,,,
S-542,U-542,A-542,22.26.51,23.14.53,2882,7472,,,
S-543,U-543,A-543,2.44.45,3.41.50,3425,6030,,,
S-544,U-544,A-544,19.22.16,20.21.58,3582,2927,,,
S-545,U-545,A-545,14.46.32,15.16.26,1794,999,,,
S-546,U-546,A-546,15.15.59,15.21.16,317,3403,,,
S-547,U-547,A-547,4.15.09,4.46.53,1904,3201,,,
S-548,U-548,A-548,8.00.13,8.08.45,512,1229,,,
S-549,U-549,A-549,6.20.56,7.09.02,2886,5703,,,
S-550,U-550,A-550,10.52.06,11.10.14,1088,7208,,,
S-551,U-551,A-551,5.47.35,6.30.31,2576,2258,,,
S-552,U-552,A-552,13.06.45,13.53.06,2781,274,,,
S-553,U-553,A-553,17.03.02,17.49.20,2778,4793,,,
S-554,U-554,A-554,8.58.28,9.48.42,3014,2927,,,
S-555,U-555,A-555,18.35.25,18.48.01,756,7799,,,
S-556,U-556,A-556,8.25.54,9.17.57,3123,6480,,,
S-557,U-557,A-557,16.39.25,17.29.08,2983,5248,,,
S-558,U-558,A-558,8.18.06,8.30.42,756,477,,,
S-559,U-559,A-559,17.26.10,18.05.21,2351,5722,,,
S-560,U-560,A-560,13.31.18,14.20.03,2925,3395,,,
S-561,U-561,A-561,9.23.12,9.53.31,1819,2212,,,
S-562,U-562,A-562,11.40.46,12.26.09,2723,3869,,,
S-563,U-563,A-563,9.12.16,9.49.12,2216,5229,,,
S-564,U-564,A-564,19.10.09,20.01.11,3062,1379,,,
S-565,U-565,A-565,22.05.11,22.35.10,1799,153,,,
S-566,U-566,A-566,4.56.49,5.05.23,514,3276,,,
S-567,U-567,A-567,1.21.14,2.03.21,2527,7238,,,
S-568,U-568,A-568,11.55.04,12.20.39,1535,830,,,
S-569,U-569,A-569,5.37.34,6.06.51,1757,7319,,,
S-570,U-570,A-570,10.31.43,10.51.13,1170,6549,,,
S-571,U-571,A-571,20.07.25,20.37.56,1831,2596,,,
S-572,U-572,A-572,11.35.12,12.22.30,2838,15,,,
S-573,U-573,A-573,13.53.44,14.12.59,1155,6293,,,
S-574,U-574,A-574,18.33.18,19.16.42,2604,1317,,,
S-575,U-575,A-575,18.12.26,18.27.36,910,7933,,,
S-576,U-576,A-576,15.42.55,16.27.33,2678,4375,,,
S-577,U-577,A-577,11.15.37,11.58.36,2579,6877,,,
S-578,U-578,A-578,9.08.13,9.58.48,3035,4894,,,
S-579,U-579,A-579,6.23.08,6.37.32,864,2398,,,
S-580,U-580,A-580,23.15.00,23.37.18,1338,362,,,
S-581,U-581,A-581,10.28.36,11.06.31,2275,4674,,,
S-582,U-582,A-582,16.11.15,16.32.39,1284,4124,,,
S-583,U-583,A-583,4.29.34,4.58.15,1721,419,,,
S-584,U-584,A-584,4.38.54,5.36.56,3482,1697,,,
S-585,U-585,A-585,3.07.24,3.47.16,2392,5789,,,
S-586,U-586,A-586,18.47.37,19.42.50,3313,3201,,,
S-587,U-587,A-587,8.50.21,9.08.08,1067,1850,,,
S-588,U-588,A-588,6.31.59,7.29.00,3421,5617,,,
S-589,U-589,A-589,18.08.34,19.02.39,3245,6372,,,
S-590,U-590,A-590,14.52.35,15.05.49,794,5655,,,
S-591,U-591,A-591,4.45.48,5.05.01,1153,5905,,,
S-592,U-592,A-592,2.22.44,3.07.40,2696,4321,,,
S-593,U-593,A-593,21.55.57,22.12.45,1008,2037,,,
S-594,U-594,A-594,2.42.14,2.49.32,438,3773,,,
S-595,U-595,A-595,14.42.58,15.00.27,1049,8,,,
S-596,U-596,A-596,19.25.40,19.31.48,368,3201,,,
S-597,U-597,A-597,0.32.39,1.14.17,2498,1057,,,
S-598,U-598,A-598,3.29.50,4.18.51,2941,4053,,,
S-599,U-599,A-599,22.15.21,22.24.05,524,5192,,,
S-600,U-600,A-600,4.10.38,5.09.57,3559,69,,,
S-601,U-601,A-601,16.03.12,16.13.43,631,2359,,,
S-602,U-602,A-602,8.19.58,8.58.37,2319,4321,,,
S-603,U-603,A-603,6.13.50,6.48.56,2106,1747,,,
S-604,U-604,A-604,2.08.43,2.32.12,1409,4178,,,
S-605,U-605,A-605,11.33.22,12.04.39,1877,1991,,,
S-606,U-606,A-606,7.19.47,7.55.37,2150,7097,,,
S-607,U-607,A-607,3.10.35,4.02.50,3135,7748,,,
S-608,U-608,A-608,19.08.26,19.41.06,1960,7198,,,
S-609,U-609,A-609,1.13.45,2.10.03,3378,7696,,,
S-610,U-610,A-610,19.08.41,19.42.42,2041,1791,,,
S-611,U-611,A-611,0.48.59,0.56.02,423,255,,,
S-612,U-612,A-612,3.26.42,4.18.26,3104,7137,,,
S-613,U-613,A-613,8.34.06,8.50.31,985,4018,,,
S-614,U-614,A-614,13.37.14,14.01.43,1469,911,,,
S-615,U-615,A-615,2.59.30,3.32.33,1983,6618,,,
S-616,U-616,A-616,4.57.25,5.48.01,3036,5052,,,
S-617,U-617,A-617,0.02.18,0.51.43,2965,3109,,,
S-618,U-618,A-618,2.39.24,3.26.46,2842,1909,,,
S-619,U-619,A-619,19.03.46,19.23.34,1188,917,,,
S-620,U-620,A-620,21.58.15,22.05.43,448,2789,,,
S-621,U-621,A-621,8.51.52,9.17.20,1528,43,,,
S-622,U-622,A-622,21.53.40,22.45.40,3120,1351,,,
S-623,U-623,A-623,4.52.37,5.32.05,2368,2204,,,
S-624,U-624,A-624,1.11.36,1.46.45,2109,886,,,
S-625,U-625,A-625,18.43.49,19.35.15,3086,4555,,,
S-626,U-626,A-626,23.15.42,23.59.14,2612,1828,,,
S-627,U-627,A-627,3.59.58,4.16.56,1018,6717,,,
S-628,U-628,A-628,12.23.12,12.52.07,1735,5089,,,
S-629,U-629,A-629,22.16.27,23.13.47,3440,2390,,,
S-630,U-630,A-630,1.14.22,1.55.35,2473,7472,,,
S-631,U-631,A-631,4.35.02,5.25.08,3006,2660,,,
S-632,U-632,A-632,1.03.15,1.25.08,1313,6677,,,
S-633,U-633,A-633,14.02.11,14.30.39,1708,781,,,
S-634,U-634,A-634,10.14.57,10.22.51,474,2398,,,
S-635,U-635,A-635,21.21.45,21.43.43,1318,6421,,,
S-636,U-636,A-636,18.47.03,19.03.03,960,440,,,
S-637,U-637,A-637,3.04.13,3.45.07,2454,342,,,
S-638,U-638,A-638,23.42.33,23.52.36,603,133,,,
S-639,U-639,A-639,8.36.47,9.21.37,2690,2870,,,
S-640,U-640,A-640,15.44.54,16.08.33,1419,4267,,,
S-641,U-641,A-641,6.43.08,7.07.48,1480,942,,,
S-642,U-642,A-642,11.04.13,11.41.29,2236,904,,,
S-643,U-643,A-643,13.56.05,14.52.08,3363,483,,,
S-644,U-644,A-644,20.30.12,21.23.59,3227,1441,,,
S-645,U-645,A-645,15.43.43,16.27.55,2652,7107,,,
S-646,U-646,A-646,22.58.33,23.52.20,3227,3523,,,
S-647,U-647,A-647,22.08.13,22.57.58,2985,4411,,,
S-648,U-648,A-648,13.19.09,13.45.09,1560,2227,,,
S-649,U-649,A-649,21.29.43,22.26.34,3411,577,,,
S-650,U-650,A-650,22.54.15,23.05.00,645,52,,,
S-651,U-651,A-651,11.31.20,12.19.17,2877,949,,,
S-652,U-652,A-652,13.09.16,13.40.24,1868,6817,,,
S-653,U-653,A-653,5.01.37,5.58.04,3387,6837,,,
S-654,U-654,A-654,13.09.24,13.20.06,642,5885,,,
S-655,U-655,A-655,3.07.00,3.47.41,2441,6578,,,
S-656,U-656,A-656,10.00.37,10.08.22,465,7360,,,
S-657,U-657,A-657,18.16.18,18.34.18,1080,898,,,
S-658,U-658,A-658,12.36.11,13.23.26,2835,4249,,,
S-659,U-659,A-659,3.33.25,3.50.54,1049,1653,,,
S-660,U-660,A-660,23.47.11,0.31.01,-83770,8,,,
S-661,U-661,A-661,2.57.47,3.30.03,1936,2676,,,
S-662,U-662,A-662,9.06.40,9.12.22,342,1310,,,
S-663,U-663,A-663,16.18.20,17.04.09,2749,1518,,,
S-664,U-664,A-664,17.56.39,18.29.48,1989,5924,,,
S-665,U-665,A-665,13.09.57,13.41.01,1864,6460,,,
S-666,U-666,A-666,15.30.06,16.06.34,2188,3369,,,
S-667,U-667,A-667,1.00.27,1.50.41,3014,3738,,,
S-668,U-668,A-668,9.51.25,10.46.50,3325,3921,,,
S-669,U-669,A-669,4.58.33,5.54.11,3338,5015,,,
S-670,U-670,A-670,9.17.18,9.27.42,624,4683,,,
S-671,U-671,A-671,15.46.55,16.27.45,2450,1625,,,
S-672,U-672,A-672,7.30.53,7.48.54,1081,6867,,,
S-673,U-673,A-673,9.12.59,9.41.15,1696,5145,,,
S-674,U-674,A-674,15.13.56,16.12.09,3493,3026,,,
S-675,U-675,A-675,16.51.26,17.12.31,1265,6787,,,
S-676,U-676,A-676,1.16.32,2.14.55,3503,6987,,,
S-677,U-677,A-677,14.40.12,15.36.35,3383,2006,,,
S-678,U-678,A-678,6.41.20,6.49.28,488,6166,,,
S-679,U-679,A-679,6.23.17,6.48.49,1532,6176,,,
S-680,U-680,A-680,8.09.14,9.03.33,3259,347,,,
S-681,U-681,A-681,17.23.01,17.38.32,931,7370,,,
S-682,U-682,A-682,6.01.47,6.32.38,1851,2414,,,
S-683,U-683,A-683,13.28.57,13.49.41,1244,7768,,,
S-684,U-684,A-684,16.33.36,16.59.23,1547,628,,,
S-685,U-685,A-685,13.03.36,13.09.32,356,5760,,,
S-686,U-686,A-686,21.10.03,21.51.26,2483,3608,,,
S-687,U-687,A-687,1.27.03,2.13.34,2791,7067,,,
S-688,U-688,A-688,1.09.33,1.20.10,637,6352,,,
S-689,U-689,A-689,4.19.14,4.52.10,1976,6127,,,
S-690,U-690,A-690,12.54.29,13.12.19,1070,157,,,
S-691,U-691,A-691,0.43.09,1.23.42,2433,6303,,,
S-692,U-692,A-692,17.41.29,18.08.04,1595,4656,,,
S-693,U-693,A-693,17.02.16,17.54.54,3158,3591,,,
S-694,U-694,A-694,1.22.33,2.20.34,3481,3904,,,
S-695,U-695,A-695,4.59.39,5.48.47,2948,3184,,,
S-696,U-696,A-696,4.52.18,5.43.59,3101,2219,,,
S-697,U-697,A-697,10.21.56,11.05.56,2640,4447,,,
S-698,U-698,A-698,12.18.49,12.32.39,830,3643,,,
S-699,U-699,A-699,8.04.06,8.27.22,1396,3773,,,
S-700,U-700,A-700,11.32.09,11.44.07,718,1718,,,
S-701,U-701,A-701,14.33.07,14.48.19,912,269,,,
S-702,U-702,A-702,18.40.43,18.48.23,460,1303,,,
S-703,U-703,A-703,15.58.17,16.28.55,1838,1777,,,
S-704,U-704,A-704,10.41.58,11.11.37,1779,2960,,,
S-705,U-705,A-705,7.34.54,7.53.55,1141,4857,,,
S-706,U-706,A-706,17.10.50,17.58.18,2848,5333,,,
S-707,U-707,A-707,14.01.51,14.58.03,3372,288,,,
S-708,U-708,A-708,5.46.15,6.07.29,1274,2150,,,
S-709,U-709,A-709,18.28.32,19.08.24,2392,477,,,
S-710,U-710,A-710,16.04.46,16.55.52,3066,227,,,
S-711,U-711,A-711,18.49.54,19.20.45,1851,1441,,,
S-712,U-712,A-712,17.46.09,17.51.35,326,17,,,
S-713,U-713,A-713,19.28.19,20.02.06,2027,264,,,
S-714,U-714,A-714,21.12.45,21.19.29,404,98,,,
S-715,U-715,A-715,10.32.22,11.17.32,2710,5465,,,
S-716,U-716,A-716,15.34.51,16.04.42,1791,1116,,,
S-717,U-717,A-717,9.23.45,10.09.07,2722,1169,,,
S-718,U-718,A-718,3.36.07,4.12.32,2185,710,,,
S-719,U-719,A-719,18.49.50,19.18.46,1736,6559,,,
S-720,U-720,A-720,14.38.00,14.47.43,583,2781,,,
S-721,U-721,A-721,16.29.03,17.15.45,2802,2367,,,
S-722,U-722,A-722,16.24.43,16.58.21,2018,1317,,,
S-723,U-723,A-723,16.44.35,17.25.38,2463,322,,,
S-724,U-724,A-724,10.25.44,11.13.59,2895,704,,,
S-725,U-725,A-725,17.37.44,18.17.57,2413,5655,,,
S-726,U-726,A-726,11.45.45,12.13.51,1686,6529,,,
S-727,U-727,A-727,2.09.36,2.36.02,1586,4950,,,
S-728,U-728,A-728,13.32.34,13.49.00,986,2082,,,
S-729,U-729,A-729,10.32.16,10.52.27,1211,1358,,,
S-730,U-730,A-730,10.00.08,10.43.08,2580,4420,,,
S-731,U-731,A-731,18.27.07,19.12.43,2736,1784,,,
S-732,U-732,A-732,9.17.06,10.13.11,3365,5061,,,
S-733,U-733,A-733,7.52.36,8.05.24,768,3420,,,
S-734,U-734,A-734,20.05.07,20.57.15,3128,1894,,,
S-735,U-735,A-735,0.31.11,0.59.01,1670,4258,,,
S-736,U-736,A-736,11.40.42,12.18.19,2257,4438,,,
S-737,U-737,A-737,18.30.18,19.14.19,2641,7666,,,
S-738,U-738,A-738,23.37.25,23.55.11,1066,3251,,,
S-739,U-739,A-739,6.43.53,7.07.40,1427,408,,,
S-740,U-740,A-740,5.59.35,6.38.48,2353,4080,,,
S-741,U-741,A-741,4.20.14,4.42.46,1352,4213,,,
S-742,U-742,A-742,14.07.40,14.34.21,1601,560,,,
S-743,U-743,A-743,4.30.42,5.18.41,2879,2821,,,
S-744,U-744,A-744,2.28.46,3.12.36,2630,855,,,
S-745,U-745,A-745,9.41.13,10.07.44,1591,4213,,,
S-746,U-746,A-746,4.31.23,5.03.20,1917,2052,,,
S-747,U-747,A-747,14.36.17,14.53.52,1055,3361,,,
S-748,U-748,A-748,22.31.16,23.24.14,3178,166,,,
S-749,U-749,A-749,10.31.04,10.50.45,1181,605,,,
S-750,U-750,A-750,2.35.31,3.03.47,1696,5617,,,
S-751,U-751,A-751,16.11.24,16.29.02,1058,2854,,,
S-752,U-752,A-752,21.47.55,22.41.00,3185,2952,,,
S-753,U-753,A-753,0.32.34,1.14.51,2537,5314,,,
S-754,U-754,A-754,6.29.40,6.42.28,768,4637,,,
S-755,U-755,A-755,3.21.43,4.12.30,3047,987,,,
S-756,U-756,A-756,8.32.52,9.08.37,2145,2500,,,
S-757,U-757,A-757,4.57.24,5.39.12,2508,5015,,,
S-758,U-758,A-758,20.03.26,20.38.14,2088,6947,,,
S-759,U-759,A-759,18.32.22,18.47.02,880,7158,,,
S-760,U-760,A-760,23.03.53,0.00.23,-83010,23,,,
S-761,U-761,A-761,13.00.35,13.19.02,1107,1283,,,
S-762,U-762,A-762,11.24.34,11.31.45,431,17,,,
S-763,U-763,A-763,12.36.39,12.53.21,1002,1420,,,
S-764,U-764,A-764,20.58.25,21.37.55,2370,5541,,,
S-765,U-765,A-765,2.54.40,3.50.15,3335,5856,,,
S-766,U-766,A-766,14.16.32,14.23.20,408,7871,,,
S-767,U-767,A-767,4.05.21,4.13.24,483,6997,,,
S-768,U-768,A-768,11.59.18,12.53.40,3262,1222,,,
S-769,U-769,A-769,20.59.23,21.11.20,717,4276,,,
S-770,U-770,A-770,9.16.04,9.56.19,2415,5361,,,
S-771,U-771,A-771,16.49.57,17.07.28,1051,5164,,,
S-772,U-772,A-772,13.30.58,14.06.10,2112,3327,,,
S-773,U-773,A-773,10.51.54,11.22.50,1856,4294,,,
S-774,U-774,A-774,17.46.05,18.35.49,2984,566,,,
S-775,U-775,A-775,12.24.30,12.56.46,1936,6927,,,
S-776,U-776,A-776,0.00.53,0.50.03,2950,1283,,,
S-777,U-777,A-777,23.29.36,0.10.04,-83972,2700,,,
S-778,U-778,A-778,12.51.36,13.49.37,3481,6254,,,
S-779,U-779,A-779,6.05.19,6.48.21,2582,4978,,,
S-780,U-780,A-780,1.15.35,1.36.05,1230,1386,,,
S-781,U-781,A-781,17.51.05,18.19.39,1714,274,,,
S-782,U-782,A-782,7.01.49,7.55.18,3209,3378,,,
S-783,U-783,A-783,9.42.33,10.18.57,2184,6658,,,
S-784,U-784,A-784,21.58.59,22.10.09,670,5684,,,
S-785,U-785,A-785,9.41.09,10.34.43,3214,5512,,,
S-786,U-786,A-786,1.00.15,1.53.58,3223,2398,,,
S-787,U-787,A-787,22.55.33,23.35.37,2404,6877,,,
S-788,U-788,A-788,22.47.10,23.34.09,2819,842,,,
S-789,U-789,A-789,2.34.07,2.57.17,1390,2135,,,
S-790,U-790,A-790,8.27.49,9.15.05,2836,2128,,,
S-791,U-791,A-791,23.47.40,0.19.46,-84474,3109,,,
S-792,U-792,A-792,3.07.33,4.01.32,3239,1525,,,
S-793,U-793,A-793,5.48.15,6.32.08,2633,3677,,,
S-794,U-794,A-794,19.07.43,20.01.19,3216,3712,,,
S-795,U-795,A-795,8.35.56,9.03.43,1667,5512,,,
S-796,U-796,A-796,18.03.02,18.56.53,3231,6559,,,
S-797,U-797,A-797,11.14.40,11.23.42,542,129,,,
S-798,U-798,A-798,21.47.47,22.44.51,3424,3051,,,
S-799,U-799,A-799,20.41.19,21.12.28,1869,5446,,,
S-800,U-800,A-800,23.36.08,0.29.34,-83194,588,,,
S-801,U-801,A-801,3.04.49,3.21.39,1010,3429,,,
S-802,U-802,A-802,15.53.05,16.29.02,2157,141,,,
S-803,U-803,A-803,19.54.27,20.12.28,1081,153,,,
S-804,U-804,A-804,9.00.56,9.42.33,2497,4169,,,
S-805,U-805,A-805,16.50.03,17.14.51,1488,1909,,,
S-806,U-806,A-806,1.20.54,1.51.34,1840,5760,,,
S-807,U-807,A-807,9.54.52,10.44.34,2982,898,,,
S-808,U-808,A-808,5.05.33,5.50.00,2667,5257,,,
S-809,U-809,A-809,6.28.55,6.41.23,748,1123,,,
S-810,U-810,A-810,6.16.08,7.00.53,2685,3142,,,
S-811,U-811,A-811,15.00.15,15.58.38,3503,5847,,,
S-812,U-812,A-812,0.55.54,1.04.21,507,367,,,
S-813,U-813,A-813,14.16.37,14.36.36,1199,1718,,,
S-814,U-814,A-814,20.42.23,21.12.29,1806,4784,,,
S-815,U-815,A-815,4.05.48,5.01.30,3342,1103,,,
S-816,U-816,A-816,2.45.57,2.51.50,353,3454,,,
S-817,U-817,A-817,21.18.44,21.41.24,1360,141,,,
S-818,U-818,A-818,22.43.17,23.07.28,1451,274,,,
S-819,U-819,A-819,7.22.20,7.59.24,2224,5342,,,
S-820,U-820,A-820,7.41.45,8.28.51,2826,2243,,,
S-821,U-821,A-821,23.18.52,23.49.36,1844,4089,,,
S-822,U-822,A-822,9.20.11,10.06.39,2788,3310,,,
S-823,U-823,A-823,10.13.22,10.30.54,1052,1469,,,
S-824,U-824,A-824,13.25.30,14.02.32,2222,2968,,,
S-825,U-825,A-825,12.52.32,13.22.20,1788,2258,,,
S-826,U-826,A-826,16.36.14,16.50.59,885,288,,,
S-827,U-827,A-827,8.01.13,8.35.58,2085,2135,,,
S-828,U-828,A-828,15.16.27,15.59.06,2559,3808,,,
S-829,U-829,A-829,19.53.47,20.22.45,1738,7676,,,
S-830,U-830,A-830,6.51.22,7.32.04,2442,3729,,,
S-831,U-831,A-831,8.22.16,9.12.49,3033,6215,,,
S-832,U-832,A-832,13.04.22,13.50.00,2738,1553,,,
S-833,U-833,A-833,6.11.13,6.46.57,2144,7097,,,
S-834,U-834,A-834,12.07.25,13.00.53,3208,6127,,,
S-835,U-835,A-835,9.07.35,9.51.52,2657,7563,,,
S-836,U-836,A-836,14.41.13,15.03.02,1309,739,,,
S-837,U-837,A-837,1.17.56,1.25.07,431,3790,,,
S-838,U-838,A-838,20.48.05,21.45.43,3458,6098,,,
S-839,U-839,A-839,4.44.55,5.20.07,2112,5399,,,
S-840,U-840,A-840,19.34.08,20.24.50,3042,5818,,,
S-841,U-841,A-841,15.09.29,15.28.13,1124,6539,,,
S-842,U-842,A-842,22.18.46,22.34.01,915,149,,,
S-843,U-843,A-843,5.12.57,6.12.20,3563,2716,,,
S-844,U-844,A-844,18.24.11,19.06.49,2558,5693,,,
S-845,U-845,A-845,20.02.39,20.36.50,2051,6244,,,
S-846,U-846,A-846,19.20.43,20.12.06,3083,1077,,,
S-847,U-847,A-847,3.20.54,3.26.38,344,516,,,
S-848,U-848,A-848,3.04.11,3.42.40,2309,7360,,,
S-849,U-849,A-849,21.17.10,22.04.38,2848,2037,,,
S-850,U-850,A-850,19.54.27,20.51.23,3416,3721,,,
S-851,U-851,A-851,6.25.47,6.44.17,1110,6767,,,
S-852,U-852,A-852,8.25.11,8.33.04,473,800,,,
S-853,U-853,A-853,16.22.58,17.01.41,2323,1103,,,
S-854,U-854,A-854,8.27.20,9.25.34,3494,3565,,,
